Mass1_kg,Mass2_kg,Distance_m,Gravitational_Force_N
543153.3870750902,268134.62582968373,7939.756892071191,1.541937272473324e-07
141783.3007497879,16095.573530260559,4865.341174558496,6.43443862765276e-09
802394.7837732857,965050.3540850173,3341.121438651176,4.629768466939461e-06
75476.09303609106,251642.15264541138,1069.1031086469422,1.1090709801948657e-06
986900.0496639168,676350.2617644949,2389.2127588756657,7.804424908320618e-06
772472.5245273608,706923.2400088309,9492.86243638808,4.044516852327227e-07
199516.96585263824,610397.4096624062,3051.6917685084463,8.72804355417073e-07
6516.595006478797,313594.48681943456,1689.424034380986,4.778785499398938e-08
815645.9670263793,271825.1575103017,4607.267243758277,6.9712435687403e-07
707150.4865037695,598070.6144200005,3071.5703458591265,2.9919139610981616e-06
729278.1608729464,866229.5379780799,352.5573434616703,0.000339212924101965
771499.0763392597,946786.9951944721,3232.129027576893,4.666766147149868e-06
74970.60708235628,106799.89859935387,5441.542130770747,1.804777215575158e-08
359107.2628157283,155673.78398512214,5517.572007827649,1.2256017571653742e-07
116753.19046560458,944791.5225242965,3566.23265284771,5.788834378029668e-07
863240.3224497179,736798.6931064578,4473.580259769754,2.1211716894271467e-06
623674.8287007303,883110.8310049433,9655.21366442943,3.943259638254075e-07
331567.1268277965,203430.00150120782,3774.1074238258857,3.160557362300941e-07
64494.79193573761,587998.2852382924,2583.00990578657,3.793624014937195e-07
311671.3393939465,701438.4548230561,2435.4269736235346,2.4600386981731565e-06
325858.1387047203,680431.7735615256,4578.188362428637,7.060436758185492e-07
729876.572159726,408743.5391758314,7595.4419670207235,3.451436985677111e-07
637919.9138838579,16379.496799617167,2060.6758537005435,1.642302199179199e-07
887325.5298337502,583343.1307474589,7093.25197528054,6.866287967999664e-07
472742.71023678733,253848.43764042915,212.47708367081344,0.00017741113135084905
120474.6516923634,450803.99189674744,4189.910846861476,2.0648076086473915e-07
713531.542435772,957623.4340687335,7758.874786962666,7.575585055670598e-07
761024.2635682805,399636.2823247923,3387.9908247885396,1.7684170210564758e-06
561715.9203719267,839961.8050577623,5637.807277352549,9.90744210243839e-07
771196.2127746064,189352.06514350188,2050.587349026282,2.31784350680445e-06
494301.8007680263,672788.0375270038,7420.211915870596,4.0312855330180025e-07
523210.0965526121,977029.9474845045,523.7387535843275,0.00012438279020230965
428113.4773401911,102791.20777206386,8525.573906110129,4.0408557329129914e-08
26393.707617351094,9311.62228496482,1982.7656678302599,4.172426502854135e-09
108783.53556631114,434149.20983998175,8744.105919051599,4.122655912189194e-08
32397.756501047515,93532.85756831583,3525.939883763873,1.6268033447363208e-08
636774.0008525166,748635.9653265551,7227.113061170392,6.091609232752927e-07
315041.6250952504,914634.1151847104,3192.9337525640985,1.8864323839756154e-06
509062.12047353806,434586.9517360501,9059.21080067524,1.7991710635368485e-07
907658.9074521669,259452.9305132855,1267.2446180582253,9.787371364159164e-06
250042.93691972608,434968.9156876032,1786.0193729367145,2.2756538712349328e-06
410972.5401125941,723724.370032151,4930.808221462864,8.164987089178421e-07
755795.5874045056,10045.107418790607,820.3024519424231,7.53037565422599e-07
229569.36732613083,589864.5354952125,1960.6058668329176,2.3512096258880494e-06
77902.9299189642,613678.3932024917,9437.720055737931,3.582334750385527e-08
290461.70146085427,638050.5586490396,9764.920121817724,1.2972160213856627e-07
162060.0659667504,242780.05790089633,3763.217033974889,1.8542838419349772e-07
929767.9546902305,714338.6706547487,9232.936924118343,5.200016496362792e-07
808312.2591848526,92300.09484544463,5448.701932058644,1.6772621053770408e-07
633770.352753913,200071.06613033402,2698.1549162717965,1.1624871655639033e-06
871589.12959753,877592.5766078274,7024.284812084906,1.0346804534750516e-06
803868.4048222153,738984.4275758398,6589.359163941997,9.1314471444754e-07
187383.4888271498,14731.808457333906,9891.264065768224,1.8831699489439784e-09
892666.4394914878,249127.8841094304,2651.207826805424,2.111687864934664e-06
539802.899673735,215192.0765101714,6720.922967114692,1.7163639245771372e-07
807632.7150088985,271535.5217089356,521.1855265394395,5.3884217943655305e-05
896195.2086235697,248312.21050960652,1137.3467409284974,1.1482081957450591e-05
318685.471496892,63463.769447102895,40.17983113598152,0.0008361373771200556
110941.87260314908,459481.5760802235,9994.607349915672,3.4059466723632036e-08
228707.22737939973,733000.741311379,8022.93469777763,1.7382951237143146e-07
427680.68083763006,607124.9929927189,7867.443424320674,2.7998593215226314e-07
818196.7511565706,673198.7969294817,5097.751026806509,1.4146518242555635e-06
860869.8526730872,82068.02935770291,3001.3707619714937,5.234532890962915e-07
7945.178400659513,951539.2194666105,1513.4915803422966,2.2028049899765281e-07
511236.5552749882,838653.3420091819,2847.4627137257903,3.5293441890806845e-06
417993.5921456302,805285.228177167,3760.3362480694623,1.5888090981658744e-06
222885.70266025953,823160.8212367258,7563.34465970596,2.1406459486587026e-07
120745.50196634913,932777.7976246286,5397.078227242621,2.580699628917298e-07
338277.55623222433,544709.712147584,775.7587819282714,2.0435752093001938e-05
942966.7942086066,201081.73584975826,181.2720605801635,0.0003851350159634078
323879.7290887345,617166.8242446886,1024.2194631610973,1.2717624991584086e-05
519271.83112162276,743138.612174271,4105.576638260096,1.5279951928141612e-06
703315.9399362827,738179.4759606713,9331.995977573133,3.978955336558097e-07
364265.9727769147,521927.5751427132,6374.387409611007,3.1228970068217124e-07
971810.3006382397,69390.26061424447,8018.4571728552755,7.000097875873729e-08
962484.8476471691,371741.8254916977,4664.279570450981,1.0976702784684281e-06
252530.5135295388,920845.841854894,3617.2991658672327,1.1861446666476755e-06
497751.2573864931,584864.4608476686,1084.8953267935105,1.6508121052761502e-05
301577.4315069529,538793.6113124577,8759.454288839863,1.4134254209661176e-07
285555.6538830901,269584.6608678113,7831.81713025,8.376577058670552e-08
37850.060407178265,369080.47099666233,1682.0128578796534,3.295601895917521e-07
609954.769645917,895450.7430640161,5123.093378198729,1.3889304939306964e-06
503176.34420563263,666796.5844793089,4874.260704404527,9.425443565911149e-07
52427.27249873936,787599.6397255805,6251.2904353126,7.052273446448593e-08
279367.81777237484,454891.0776445875,9461.922753018622,9.473941992890493e-08
908357.620080687,630616.9722367018,5798.1346461830335,1.1372387505958206e-06
240322.32877630545,249135.22513446433,5402.632450519407,1.3690652221823286e-07
145749.97721913186,705755.3694532028,504.17900641370477,2.700840230613285e-05
489963.30751728546,428173.732369634,630.0118527042213,3.527701760191293e-05
985664.80365649,443102.96929993085,1874.2805664765622,8.29794264133241e-06
242813.21623998892,649673.0022523048,325.67524614579105,9.92666497601812e-05
672463.4118584726,936344.3408474578,7433.7856028045535,7.604837008505154e-07
761857.9957133889,64942.3402620123,7233.579709635637,6.311043088642842e-08
238399.90644840727,824918.4941096606,1361.4262880819979,7.081651981692107e-06
728488.1322632477,293090.72730178095,8360.952929052013,2.038537601286548e-07
368415.34958653396,444475.53505187144,1548.7055624262737,4.556733030728803e-06
632673.5247629859,22891.415446233947,3012.4546943865907,1.0651652359642601e-07
633896.1810501338,301745.0317564787,2490.5200147144888,2.05818265861293e-06
536238.9093906838,503128.61138750036,3723.698678631905,1.2986556235489367e-06
91199.4802843539,57119.90127009158,2547.382995133729,5.357930111890482e-08
835467.1930936488,491604.63365378196,4890.0203134580825,1.1463830753943985e-06
321459.2849067641,927183.5182295688,4074.6714056654996,1.1981528293305719e-06
187331.99188945437,106287.82488969741,9865.708338302486,1.365352059777781e-08
41734.36641320915,764676.2873474288,560.2075749321284,6.787021382376189e-06
591302.0502450536,410261.38232261664,1422.6715824971288,7.999566152309168e-06
677886.7974804401,655518.5408098137,529.2061131921163,0.00010590053996569186
17571.241098928294,260976.36138724413,6258.786108628776,7.813203092900045e-09
512580.9652409817,160332.77027881693,546.0382648597821,1.8396886919020175e-05
227269.27942274002,161302.15165695522,8364.560934023857,3.49703775216286e-08
645527.6176190404,71421.4536975015,5119.874368188596,1.1738987167002669e-07
175192.06257598646,186461.05819634176,5270.549238190755,7.848678578642222e-08
691246.8003643635,664555.1656039793,5616.38348261423,9.7197789671717e-07
387348.6109542369,881808.9212316646,1708.9662493558012,7.805760880859958e-06
936793.2587479978,814311.5599055707,1977.705340841761,1.3017179927229846e-05
138383.42320184727,685449.1755646096,3188.8544114071738,6.225807210016973e-07
341725.2846992083,111321.43154769157,5935.370661802693,7.207189295216446e-08
114360.04771934848,289898.2588496539,2101.967641626205,5.008107083214944e-07
924768.9246602842,310497.0684471465,1164.200939605479,1.4139712022326763e-05
877462.0140276001,250706.9894512236,9701.198747297904,1.56009011843623e-07
258683.68608744047,515490.6540500134,220.79616628141952,0.00018256289057937006
660324.0619881449,536018.2610647929,8027.171355954881,3.666210225151865e-07
817404.9780010146,357529.0891959391,7880.563460600646,3.1407968239746214e-07
555645.6107878629,354435.3695776996,2972.843924337115,1.4872927045369276e-06
530120.9277776505,828727.0423081752,1357.1305334571268,1.592021543653398e-05
242610.43860955123,789503.5554713659,1457.1408384075287,6.02096685780921e-06
94009.66503809331,308488.0358490649,6974.618740754688,3.9790153037022414e-08
897318.5421953734,913874.6554293861,6428.423104270651,1.324433302119677e-06
900517.6391061671,952862.2019855035,7827.673996839616,9.346792197386168e-07
633468.3558159947,327415.79948801076,9374.874242818647,1.575068259871951e-07
339690.76125765196,355070.5238442618,6919.581705302653,1.681296838318336e-07
349860.36503804824,506128.5192685369,1559.3595139778831,4.860363709459464e-06
726229.7231913691,941179.6917211398,2435.1827250373412,7.692883977646086e-06
897213.1496926246,876443.1137091692,8422.095115000273,7.399200625475614e-07
887199.3378408522,103465.39462100621,2093.8514522662517,1.3974308162282088e-06
780095.6703117662,393338.0125281448,726.1506472278596,3.883882231509502e-05
642389.6145081335,553817.818560022,7033.097260368462,4.80040536910816e-07
85055.82503005378,503629.3400789885,4025.8610285459304,1.7640189651899645e-07
162467.08538051916,194669.20486895577,9200.48048540649,2.493718062842845e-08
898655.6343385521,858957.9543969865,6502.9004558655215,1.2183069423974023e-06
606822.6305999303,677263.8422138406,905.0993589388158,3.3483655730542826e-05
10187.854565013018,838070.4664769517,9478.617815969354,6.3427701191061215e-09
102370.07132316608,858905.5150701227,2586.3140791388187,8.773271975892994e-07
663838.2673389477,748607.497812074,3372.7876915724514,2.9157089606419173e-06
6056.5222623724685,439771.39064846764,4023.201876421737,1.0982782022121397e-08
161647.24336608115,610936.2082604091,513.1917397467282,2.5027102758604166e-05
549185.0555772196,161205.0407136234,4965.657706883818,2.3963458268557336e-07
692203.3024950005,673971.7720574328,1234.0615922618472,2.0445956199125452e-05
652309.298243098,180074.00248354147,4010.3022965568293,4.874791986744032e-07
225045.04015109924,694255.6409196466,3507.747170132851,8.474967096007853e-07
712467.0421261883,230368.56259321468,7728.6279941816065,1.8339559832689204e-07
238011.83840930328,118433.74885006975,8031.901945815678,2.9163722900175473e-08
326074.29846110847,166119.20565281447,1534.975411008491,1.5344024818653482e-06
746744.9137129061,2990.143083851198,3666.145322604883,1.1087933573253333e-08
649983.2661481674,719020.8782356767,3734.158257157285,2.236989579673955e-06
849374.1870836838,732668.6480093207,1514.9530289169145,1.8097311193336883e-05
657955.279408043,515418.41656334617,7984.736597006854,3.550102104254415e-07
568740.2947321362,162201.43825432833,7072.576055025897,1.2308897933680042e-07
94581.09306026438,84470.78317317905,1904.6274811840503,1.4699294145191465e-07
368348.08725637407,20109.83747084972,3667.8523640293965,3.674929487067327e-08
265937.1653140437,166582.4287882555,1058.9444435402856,2.6367417567417408e-06
244745.6537357045,890964.6794481636,6282.437764333346,3.6874387007561316e-07
973037.5441976931,242295.3048599801,1214.5978735616482,1.0666336655640898e-05
393704.62694209366,354917.05588999845,9859.355752080553,9.594139699977236e-08
892154.5086219362,106240.13899685185,7807.040064803936,1.0379145788841331e-07
631507.4873712657,223138.94344342212,3902.9952572903667,6.173956326034273e-07
795016.4922381068,519705.3462094249,5786.060758861265,8.23707587444925e-07
503134.45601208694,608144.9304125569,9113.506820347871,2.4588148566742254e-07
577326.9807417328,246106.96185204486,5541.438704677866,3.088207046358946e-07
493025.17612504505,58674.427065892094,1745.8103654931538,6.334750911603757e-07
196047.74481024646,391641.83625827124,3787.654852456012,3.572036253337978e-07
722729.6631462438,234969.1675554078,8431.605505432424,1.5943068951418672e-07
281491.59007841494,220334.36930657213,6442.48594688019,9.973473427357994e-08
25291.650465022387,959902.9399107418,6507.59311895367,3.826215565020087e-08
645826.8236112606,616684.1854397983,8668.348035399204,3.5376261369253706e-07
177933.5687276419,557321.5647289238,8939.836601567584,8.281524645589645e-08
940518.1257685614,416359.3284197986,9198.005925222584,3.089255458681401e-07
953974.6484255848,429515.38909671415,949.3970833383079,3.0340693249714027e-05
914949.5258302281,541364.0988342428,5441.715893629046,1.1164019433176712e-06
370788.54155518895,696733.3772290711,7405.354702661967,3.144176474795971e-07
16441.15991233856,702443.9500856476,7569.511524425011,1.34528451887277e-08
928390.2440251376,172522.21379774413,6067.5553034980685,2.9037139240699223e-07
428755.964168997,500612.63932455034,1668.706564501558,5.1446728064098995e-06
966688.1642246259,412546.13693906786,7974.4081188627015,4.185696478864025e-07
963656.3571121636,870656.4393031148,7201.393223815942,1.0797959129468918e-06
853156.4460118928,631787.502297158,862.2715797188139,4.8385728763186474e-05
295154.4431775161,532971.5623495658,4638.634436919088,4.87953896573371e-07
385712.63087332336,116279.24753673846,1740.600017818514,9.88038414239888e-07
851285.5348453401,606032.251434088,3375.432980084006,3.0221619648510226e-06
317605.0831511214,118086.70177455319,181.79284096464866,7.574266952708543e-05
170323.2539394064,337869.3689901863,4003.8983542391716,2.39586532762802e-07
557244.4611958918,143699.12284951753,5499.219334640949,1.7672724928598283e-07
936218.6193866202,692381.5733773445,6196.2063456780415,1.126877622267168e-06
696333.766878298,207045.86172231645,6635.239960941972,2.1856291119989143e-07
570491.1089192756,392467.51381483796,8363.076839711497,2.1366143653756556e-07
98079.31727699777,895779.1028411599,2155.4136098500244,1.262184501116458e-06
615392.2194724706,205112.06701557132,1205.697742562241,5.79524819558684e-06
990063.7962541591,508297.25889482035,8515.520181807358,4.631954729283053e-07
140943.9312212875,419852.38950485596,1566.9715361116062,1.6085201968742747e-06
518811.322711373,19105.917004684004,9747.626053280617,6.962822693225282e-09
877495.6988560274,792965.3554592399,8425.53975575697,6.541983873678473e-07
741027.8491364502,69976.86040828512,5009.265182290102,1.379261649229358e-07
697318.7252542727,474780.7659559767,9814.23282779533,2.294126990791014e-07
702781.5999031222,561117.616644011,974.6699143509342,2.770542958842448e-05
360131.6600685354,628798.0301579725,3031.3545459898414,1.6447683132684623e-06
294298.25242022885,688942.9976785677,6382.6059259910735,3.321854721629494e-07
809551.794323035,254019.11113919236,3500.7186778633145,1.1199595359897802e-06
810303.2812845015,10968.797881790924,9283.797147255937,6.882735342898784e-09
867205.2462615236,723720.2186925571,657.1952556899978,9.698609796603318e-05
913327.3120039148,536120.942748231,5494.5689087775845,1.0824994702306951e-06
511831.05646207684,836281.5855040415,5909.07180768375,8.181752851496501e-07
502014.7783925124,821566.9745377935,6527.6285096484635,6.460324571703513e-07
798496.8837878084,843482.8416200953,2557.4065670948125,6.8731472705903236e-06
650313.9668469874,485609.56531956064,3646.2997087711246,1.5852994622766997e-06
702264.9103804457,334294.7674410288,8436.961616120112,2.2012234194877678e-07
795996.8767666649,791766.6443887786,1950.232746932628,1.105965042936912e-05
890115.3364757487,451842.8189162257,8268.851603886447,3.925988255425352e-07
338657.16169468424,184258.75420703107,5626.991573604521,1.3153507864276887e-07
376207.3696873041,855119.0455419129,7622.112924429627,3.6958032617483165e-07
94887.95790102813,882677.3168955749,7136.360055268452,1.0976535410143948e-07
578701.8608551777,466843.4463840299,2075.9074423534053,4.184233355609173e-06
36906.331522945344,76624.02758247768,5688.558551602295,5.832666071221192e-09
466132.4201143277,388438.2638270143,8677.36380489812,1.6049496995446007e-07
543101.990072869,803734.1218031407,4321.730251782492,1.55985493695297e-06
287254.7108761561,901872.2545176825,9665.941111462944,1.8506727055289967e-07
591242.4273084417,204269.26975509824,4522.698785917079,3.940751253267401e-07
31469.74968911038,67906.63841324626,1428.713581042179,6.987485154038535e-08
38310.8405604652,877473.1026797058,3894.957366096655,1.4789578629942062e-07
822777.9600989986,390015.5340398964,9517.07236149898,2.3646318530317056e-07
360830.4507698516,542219.2033032957,3197.8887725492023,1.2769005986594868e-06
127933.4521392329,968097.7462387081,8681.11350051076,1.096877638706716e-07
522721.0167947496,67498.16318630864,8812.625566137216,3.032194139905485e-08
770223.5595455122,648669.6894446434,3502.5150567952787,2.7182294002547867e-06
216605.20646934633,75031.3171522922,833.4933228482706,1.5613955433808246e-06
623267.5853431813,376093.4595380339,7245.854533679024,2.979866607136518e-07
86262.11752877422,804010.7306482533,3115.8114778408462,4.7680998107568645e-07
52630.03944743909,434038.7605228788,7829.4532189614665,2.4871676866638122e-08
531823.2769365798,997185.1715490475,4427.1058277560705,1.8059639205122567e-06
541094.4864884964,559500.2256616555,4853.1821566838735,8.578787572618278e-07
637792.4715967083,321840.9904833175,7779.31615807862,2.263829028593e-07
726365.2423889389,220891.2145788484,3824.2509472852175,7.322282079314441e-07
975876.227383072,351170.01375187567,4431.830325883822,1.1645325632571068e-06
516784.0479528941,373160.74048579123,3762.5284972274517,9.091827210639605e-07
323633.51646830473,69644.96404623702,3674.037812257522,1.1144528290605387e-07
795391.008573935,370204.6252273464,5259.939822437693,7.103406857750249e-07
271561.4190108121,464774.2812194857,8088.185645567006,1.287696926386511e-07
439532.4492849305,723015.0144865658,3618.3213509137363,1.6200548299232916e-06
79377.92496092369,657072.7552368863,5243.022950656829,1.2663548203697748e-07
26325.392672042053,709056.8895739251,6707.602527100566,2.7690259349337883e-08
962685.7662632471,9355.318194980242,2695.1250235902467,8.275438298052326e-08
836144.1403916936,218449.7321809555,2775.9505262190232,1.5820308475279265e-06
696278.2318876042,662022.6041114567,9334.197857107525,3.5310783568335225e-07
409543.9914698556,484505.3788115674,7235.622198737555,2.529607382935002e-07
174121.02575077492,6308.1621926776,5772.289575556865,2.20020715052399e-09
157280.60562841495,804690.1477893905,6477.5528241516995,2.0132033939876775e-07
250992.65526643072,773036.763717047,293.96513159108025,0.00014985638263968748
549677.4380414144,548870.7438305691,6181.411552651407,5.269973100960796e-07
714881.3267773623,67396.86245049584,5095.579223368795,1.2384892451998122e-07
660537.1793410135,766748.5344830521,5457.951048114577,1.1347408079343993e-06
280653.96304899687,584129.8741436326,3594.87884448134,8.466770817098442e-07
954910.4153825309,782178.0171808013,815.657503231706,7.493044103453424e-05
738159.0197790727,751995.2454034446,1934.1989968869098,9.903037915428279e-06
554799.6984588893,803199.0698858793,9507.496387413505,3.2902795542194806e-07
612109.025488118,518490.0583382202,4087.586923147069,1.2677713649075247e-06
420180.4623653621,141184.19367532147,4667.364875152811,1.8175407179606422e-07
248483.2585116563,671486.3159063089,528.0451887445365,3.993906045274225e-05
356616.70597261033,620853.3112669187,376.62472921026193,0.00010417865464735915
758088.2643539048,742510.9340118881,7172.09728902053,7.303583626756024e-07
15379.095141126112,170711.12504468457,5381.408546546992,6.05071090710252e-09
116956.56786640931,195780.22470038894,5087.55113617845,5.9044790587590755e-08
46956.639379730994,890519.1077021091,2432.002179696264,4.7186531365217095e-07
41688.073516651166,750227.8206536188,7447.762565567592,3.7632153273837535e-08
855605.1234269962,908320.2602116226,1683.1975545058103,1.8308295712428335e-05
703954.2015206437,758956.6058427568,1900.1575018665394,9.876154450494896e-06
474699.65525823785,597558.1506843115,4607.661001311407,8.917513508562515e-07
98736.32649035048,654478.6042908458,2863.512341257297,5.259930719371976e-07
492124.25924171554,889238.79601607,2475.3823493502305,4.766661587213331e-06
473998.2990097851,579227.9477574286,6452.7312078887635,4.4009341038447016e-07
174028.66804010517,632758.933004059,6510.066480440227,1.734179139550978e-07
434417.79758873506,157320.23928759698,8245.346180929493,6.709345290141154e-08
399106.22966297605,474447.29889598663,4177.667961162786,7.241263811335156e-07
616234.2479541643,716680.7148461408,731.7778251704763,5.504511492806342e-05
635458.5572167762,271671.75561804906,2737.3901828296553,1.5376731624027574e-06
46258.705762272475,203051.9263440104,9800.074626504973,6.527510060012365e-09
375238.0020118448,314512.98141619115,5962.989493751788,2.215251430654479e-07
626234.0557985222,242259.12736484062,7097.661110925402,2.0099813835877066e-07
503633.1223215076,215697.72439935946,74.57093842451994,0.0013038461671566965
856633.351347134,425425.99202521885,5182.539116093026,9.056065298263765e-07
659034.9379873261,907930.6753696506,376.2490466604994,0.00028210841152076467
163771.49265434826,507552.58709197957,5692.732890702388,1.711919990570416e-07
71498.17865302942,188732.4604345077,9207.787725511118,1.0622743789793373e-08
642776.8589281093,77894.6977114932,9684.222885873578,3.563233643896376e-08
27484.799231080193,696459.9889927873,5405.986201213853,4.3716420887902334e-08
586189.8056921898,383415.9656719514,4582.589847716908,7.143189984552295e-07
940290.0111835327,822009.1156387739,9450.225925390692,5.776433757874874e-07
575898.7036980031,659851.2578721294,6736.424710134955,5.589062331540955e-07
388781.7562803154,796445.2090908271,649.9278961045562,4.8925711373837424e-05
643644.9302239108,272674.0933790303,4657.790051097308,5.399283561027998e-07
458794.6376010251,692666.5635385971,2403.209939624575,3.6725258181366576e-06
546071.172526619,264797.92270902504,4698.573410165367,4.3715707822381566e-07
941523.3439677487,939129.4109708413,4555.200254491611,2.844116026040339e-06
386716.53516297345,636737.907251841,5821.865883344605,4.848805664257393e-07
961229.3732600902,325187.28837516677,3568.348133002163,1.6384450532143382e-06
905445.2913141077,270242.3504299804,1643.5402241098247,6.045896006379082e-06
196595.34365450713,191735.65848657186,5037.690626464972,9.913313806090719e-08
70291.93957429029,694946.317934834,8302.198640573275,4.730164762602713e-08
101677.22337604922,219496.89738492938,6640.458268447956,3.3780158568962314e-08
19203.60382589818,595707.9626615616,3384.3402913862333,6.666130601008221e-08
95348.51779517246,265370.391898432,9355.294704565813,1.9295551230157657e-08
683323.7666429405,662306.9758490747,9122.163504920572,3.629910145588461e-07
72117.45981176876,815124.7888119987,2094.2746454416038,8.945466130100235e-07
319656.65466346755,778247.2179015086,395.1364336185094,0.0001063439773205062
845030.4356584852,761090.479599851,7413.345774799272,7.81062613566297e-07
24248.66380009004,188534.68328655983,8276.275003230183,4.454664138226317e-09
814654.0141063469,89296.5620375342,9678.677794947602,5.183004661001188e-08
282572.9199986265,699249.8796588982,8898.47410448902,1.6654729428133897e-07
119046.6627940346,368978.86658055696,6005.747147295941,8.128124632223875e-08
697040.4281987865,432913.88017694396,5300.993339784596,7.167219163746916e-07
629313.9039331041,32117.943700597672,279.38267157460035,1.728310829969608e-05
877594.5415135259,260316.87282577413,2467.3178120009334,2.504677229054814e-06
735335.9727600819,34642.72747058956,4596.6879025775315,8.046621578929398e-08
803677.4494544638,879306.5868286464,6285.410496935595,1.1938796226543983e-06
282752.5379987352,244153.28653531196,5572.961081350788,1.4835520561980533e-07
178262.1042359431,557779.832403435,7426.617260827224,1.2032211979299327e-07
750864.1368892174,39940.341340469284,2798.3895419395217,2.556009828412664e-07
807027.9045279968,667180.5439143524,5649.96112391708,1.1257623737184498e-06
990514.6368586726,323704.31840833975,882.3342916645305,2.7488357966777624e-05
413205.05923451507,898021.2677707082,4137.241570308486,1.446892337304273e-06
