Length_m,Gravitional_Acceleration_m_per_s2,Period_s
3.178724984985056,9.8,3.5784364446547245
3.319314888064796,9.8,3.6567145300423367
7.323101165546834,9.8,5.431432009208487
6.41181896641661,9.8,5.08226675644307
8.883406151505632,9.8,5.982140237084773
4.7749277591032975,9.8,4.385814239257907
1.283983034789187,9.8,2.2742933067963205
7.16112339350765,9.8,5.3710279091188395
7.631771981307285,9.8,5.544718771868465
5.656644255938012,9.8,4.773602628905652
7.732575081550154,9.8,5.581216934691781
4.9885764040074685,9.8,4.482859675505186
5.275055010881741,9.8,4.60978135527307
4.332656081749641,9.8,4.1777643436848395
0.35164935476654235,9.8,1.1902049248085003
1.168125127233714,9.8,2.1692595272673993
0.41114893829866905,9.8,1.2869640546390424
6.4004630715114255,9.8,5.077764191404503
3.212124212655634,9.8,3.5971868411058656
5.134849842530557,9.8,4.548107325783546
9.084908091868321,9.8,6.049606122681886
2.567993068573862,9.8,3.2163533471463315
4.162790938052734,9.8,4.095049264014061
7.579956271576182,9.8,5.525863854454302
2.3651018383670626,9.8,3.0866810332804224
0.8621011073050506,9.8,1.8635709503193754
2.9685393838463034,9.8,3.458105495706476
1.696090743814644,9.8,2.613914467769804
9.304006758191473,9.8,6.122120015905244
8.100391757687728,9.8,5.712416199259321
6.3706971894531925,9.8,5.065943150862366
8.727459842858405,9.8,5.929400151214869
8.056353561301233,9.8,5.6968671148827825
1.947043582971755,9.8,2.800623102360224
8.93633408505078,9.8,5.999934768877449
5.439488194964942,9.8,4.681077698551626
8.09365753612422,9.8,5.71004121073951
8.971303869242583,9.8,6.011662819695464
3.2482344022214527,9.8,3.617349833388555
1.189514052824,9.8,2.1890295241302793
2.356558109165223,9.8,3.081100802863165
4.328367107399937,9.8,4.1756960095746285
8.198346182632681,9.8,5.746851260873055
8.6212327742378,9.8,5.8932045588129345
0.16882609225878797,9.8,0.8246821881794401
5.1563982955179,9.8,4.557640425645133
4.232368931172912,9.8,4.129130314625391
2.2988673236602297,9.8,3.043152973890229
1.2866671366034599,9.8,2.2766692135265973
3.442390196895917,9.8,3.7238902983442417
9.43480606873394,9.8,6.165003384788156
3.299709027005477,9.8,3.645899163205738
5.2360271552593245,9.8,4.592696804833839
7.059887693062261,9.8,5.332928079075259
3.6999330635550107,9.8,3.860679629700331
9.72064261893751,9.8,6.257693947463017
9.628228219926902,9.8,6.227876881789482
2.592644728671105,9.8,3.231754298636658
5.022760208334616,9.8,4.498192664624308
3.0786952671860197,9.8,3.5216823645798465
2.9199208943369297,9.8,3.4296703066145713
0.46518077880987474,9.8,1.3689188735587485
6.134686906400979,9.8,4.971220557664594
5.076522329965728,9.8,4.522202241641725
0.6096396373748946,9.8,1.5671242410814836
2.8585999959424533,9.8,3.3934661769712724
9.09183227106987,9.8,6.051911076019536
2.471662717603027,9.8,3.1554509516761633
1.5344592337031087,9.8,2.486248350365109
4.945582326747874,9.8,4.463500095354864
9.857939495694946,9.8,6.301731638674467
2.4963471879638544,9.8,3.1711685345758136
6.754141919318197,9.8,5.216172214998704
7.640034191754304,9.8,5.547719335904067
2.452611685524757,9.8,3.143266667190155
7.309341851257409,9.8,5.426327073807233
3.7410530139206073,9.8,3.882073572303245
6.359827722876437,9.8,5.061619636080497
6.371944136532857,9.8,5.066438909313342
5.4041693723401085,9.8,4.665855733201913
0.9938687235386422,9.8,2.000927451075161
8.369494706333455,9.8,5.80652700261095
3.275722643220185,9.8,3.6326235314064905
1.946533252958557,9.8,2.8002560495365314
0.5036739013921628,9.8,1.424431451763487
5.949840137563593,9.8,4.895752778517053
6.807887182238596,9.8,5.236884620550262
0.2642195063857759,9.8,1.0316901138677907
5.169721277162881,9.8,4.5635245897688925
2.342308174459586,9.8,3.0717710817233432
6.487210625053553,9.8,5.112058674562756
1.8262276471494154,9.8,2.7123409893162918
6.940283607214413,9.8,5.2875615935842895
3.9286799283753204,9.8,3.9782324406272407
9.373626888493671,9.8,6.1449826619322225
1.4614573470453334,9.8,2.426386064172268
3.4765568753975593,9.8,3.74232499150806
1.223387860281832,9.8,2.2199792433371304
9.254466820957772,9.8,6.1057993999636135
8.785659598471712,9.8,5.949137637371276
2.653622114380041,9.8,3.2695378503174557
6.633842055738373,9.8,5.169510170986957
8.190499781992036,9.8,5.744100529770541
5.596488034834677,9.8,4.748152076173285
5.343540725724464,9.8,4.639609108447382
2.4943376799144716,9.8,3.1698919149465694
1.0217174012784023,9.8,2.0287672501387313
8.982436003737934,9.8,6.015391480126776
9.014138765916972,9.8,6.025997542489672
6.367704427005353,9.8,5.064753097014467
3.4563949313821367,9.8,3.7314575926825975
3.557174788665343,9.8,3.7854667277362504
7.286961220815369,9.8,5.4180132112572315
8.981391573530512,9.8,6.015041750988274
8.882155600224662,9.8,5.981719157810185
7.820767903990476,9.8,5.612954597747664
6.456113296927449,9.8,5.099791280614462
0.9329856534509835,9.8,1.9386718903806974
1.7001242695366765,9.8,2.6170207374049124
8.995686466418084,9.8,6.019826654897315
6.10364769062994,9.8,4.958628353385237
0.1910508110046335,9.8,0.8772861504926036
1.104568274373718,9.8,2.10942026101404
6.668667514169752,9.8,5.183061511455482
0.150109680077565,9.8,0.7776267293895459
1.6919997090332368,9.8,2.610760134435504
5.532464514729202,9.8,4.720914652101361
6.9497624571576635,9.8,5.291171165201976
6.554416469075745,9.8,5.13847025714624
2.320266163659542,9.8,3.0572836510004544
7.150574291340605,9.8,5.367070401280259
2.4487659662183208,9.8,3.140801363842152
3.321457011776751,9.8,3.6578942722171104
7.490264910668439,9.8,5.493073617419594
6.531365700567425,9.8,5.129426735819563
8.507311763892362,9.8,5.8541386590451605
6.610367633773399,9.8,5.160355686645774
5.726255173021169,9.8,4.802884900804058
1.0273802014981155,9.8,2.0343816348069867
3.740386450288392,9.8,3.881727711883014
2.7255034400490823,9.8,3.3135245891489835
2.5154974694529275,9.8,3.183308822493347
9.732804492049212,9.8,6.261607345633084
3.9916674742009284,9.8,4.009996634486791
8.931260896253422,9.8,5.998231434890299
6.348272397372902,9.8,5.057019255649565
7.9686319050623196,9.8,5.665767038183352
5.076107221741402,9.8,4.522017347180818
5.811348457800955,9.8,4.838439211799192
4.975925168806753,9.8,4.47717170861095
2.0329055792006407,9.8,2.8617087696402335
7.252275941088903,9.8,5.405103202627616
2.8796463881644727,9.8,3.405935435425846
0.340728067671393,9.8,1.1715768610434178
6.490175729480962,9.8,5.1132268234823135
1.8533957261297846,9.8,2.7324417289804677
9.410539985093852,9.8,6.157070163757476
9.543892912325616,9.8,6.200541368432158
9.15715746318244,9.8,6.073613778185837
3.7645711325288995,9.8,3.8942567768456975
0.25302050363578754,9.8,1.0095891822105552
9.29035376961848,9.8,6.117626472252248
4.339023068341412,9.8,4.180832900698559
9.66988270853233,9.8,6.241334137144815
9.639837773183602,9.8,6.23163048444739
8.544793609126865,9.8,5.867020681570416
3.0150440314888987,9.8,3.4850872880270543
3.9124675131590605,9.8,3.9700155033364997
8.526253048016883,9.8,5.86065207096808
3.2375278510471492,9.8,3.6113833138746667
1.7779781921923157,9.8,2.676270736945248
5.612332498337667,9.8,4.754868676740619
9.367932264191731,9.8,6.143115792022265
6.990694987082232,9.8,5.306730190115733
5.743605583884713,9.8,4.810155708321504
1.0620472883306085,9.8,2.0684201396010584
6.18857154432178,9.8,4.993005432103815
9.901533116032207,9.8,6.31564997606847
1.486831750841588,9.8,2.4473593592649707
5.231463558400994,9.8,4.5906949258358605
8.785993412086759,9.8,5.949250655879193
7.433609315766624,9.8,5.472259661567609
7.000455835853153,9.8,5.310433693314414
7.054592431472382,9.8,5.330927725270887
3.6589623970755762,9.8,3.8392447906176446
3.0065592582184846,9.8,3.4801800614364833
8.112675439237284,9.8,5.716745799723427
8.12012260732389,9.8,5.719369089746399
8.684015953943026,9.8,5.914623940576037
9.141081470309066,9.8,6.068280121811025
5.162289748723284,9.8,4.560243352963084
5.065011317403276,9.8,4.5170722859677
8.003122271771074,9.8,5.678015275404403
6.534642914699875,9.8,5.130713459178123
7.049472084851263,9.8,5.328992733785304
7.9783474274174,9.8,5.669219896774437
8.911052883993907,9.8,5.991441745411168
3.4461520528302048,9.8,3.725924482865258
3.818271231135446,9.8,3.9219334334060636
1.0304212044246033,9.8,2.037390252876525
5.824973395862123,9.8,4.844107847938659
0.45582851058774665,9.8,1.355088230313516
4.709420379511355,9.8,4.355625782927188
5.472181883605009,9.8,4.695124279591758
2.9367583960700157,9.8,3.439544558767994
5.949249279633206,9.8,4.8955096823911965
0.4019524743965893,9.8,1.2724894306659145
0.4697470686172227,9.8,1.3756212304714632
8.243745550530617,9.8,5.762741247045462
3.665887349971503,9.8,3.84287615094484
1.3578990752536595,9.8,2.3388403448978536
5.270208274542563,9.8,4.607663128146717
7.722936175676248,9.8,5.577737265923159
2.2366281722187478,9.8,3.001675399664538
6.266615710608102,9.8,5.024390225865911
0.9449399034383031,9.8,1.9510523617425217
0.6116490395692162,9.8,1.5697047756816314
5.360410852524665,9.8,4.646927206876608
5.452287703940055,9.8,4.686581919620213
6.410556024832244,9.8,5.081766202531308
7.2883042038543495,9.8,5.418512456717963
9.760935586679093,9.8,6.27064989715328
5.211373448181833,9.8,4.581871746568014
3.2972690821183352,9.8,3.6445509476449898
7.972343328210166,9.8,5.667086311760051
2.781239287494535,9.8,3.3472334913854644
4.445817064985797,9.8,4.23197043270322
0.876718175288433,9.8,1.8793031232664625
0.3509723598130293,9.8,1.189058682246195
9.630219305311458,9.8,6.228520800553008
8.376203193070838,9.8,5.808853618988604
6.9901446403276095,9.8,5.306521298208289
4.148634149701271,9.8,4.088080127334924
1.8156137687013734,9.8,2.704447557020639
1.648726722443752,9.8,2.577158735778173
2.5774046918294937,9.8,3.222241879586116
5.537343980590593,9.8,4.7229960450225885
7.174499634730617,9.8,5.376041832417088
6.635954029505539,9.8,5.1703329974089405
2.871345579764834,9.8,3.401022953621363
9.553166278565621,9.8,6.203553028914886
7.405179475288108,9.8,5.461785308036718
5.588105119862867,9.8,4.744594642359399
6.156035387720087,9.8,4.979862876396891
4.25404061803512,9.8,4.139688345075755
2.552536796061459,9.8,3.206659422447559
3.62412951864749,9.8,3.820926516946184
7.602676493597254,9.8,5.534139292305463
0.2424955374345831,9.8,0.9883680681643322
1.2491191410184708,9.8,2.243203956050623
0.5554261560153523,9.8,1.4958222684297464
0.5032151429578043,9.8,1.423782600584444
8.56905978170897,9.8,5.875345587221811
7.066212807862234,9.8,5.335316490335446
4.7943209079645195,9.8,4.394711605475211
1.0685581904449146,9.8,2.074750697513004
4.96699716365664,9.8,4.473153344512121
4.7873705307276,9.8,4.39152492039088
1.8146985121091506,9.8,2.7037658108466376
4.395131327455933,9.8,4.2077774196596796
4.045196870533997,9.8,4.03679468909634
6.196915970716943,9.8,4.996370484203094
6.387427143589673,9.8,5.072590573034339
0.5485096967432408,9.8,1.4864797090149513
3.808664884802065,9.8,3.9169967519546462
6.29601316557094,9.8,5.036161449173064
5.081048959942868,9.8,4.524217969505107
8.57924942776439,9.8,5.87883779678786
6.621066953027555,9.8,5.16453018743642
1.713050828106154,9.8,2.6269508973889013
0.7986305992642555,9.8,1.7936586799444458
6.459950854242525,9.8,5.101306730626966
0.36246197436205596,9.8,1.2083647741914056
5.899178254607286,9.8,4.874864965769076
9.40827939010708,9.8,6.156330595255026
5.7971943609712016,9.8,4.832543378143383
3.942882269444567,9.8,3.9854166913727305
6.468553362579296,9.8,5.104702223460407
4.636703615866015,9.8,4.321868001917602
5.501606214227755,9.8,4.707730373263542
9.4205016068876,9.8,6.160328116089312
3.9224161142276652,9.8,3.975059765633883
9.615786581856751,9.8,6.223851736345588
9.06297135536503,9.8,6.042297913193172
2.038332234414035,9.8,2.8655257587648593
0.786676878664138,9.8,1.7801845334177928
1.097702213636524,9.8,2.1028539012778364
0.28039607395034233,9.8,1.0628030565171682
1.034985311483691,9.8,2.0418974354383987
6.861767056821932,9.8,5.25756699932116
0.804767619756267,9.8,1.8005371128117615
3.257858739908237,9.8,3.622704872730937
8.4642655785976,9.8,5.839309184977418
0.33039216378467606,9.8,1.1536702662257257
8.163237977630464,9.8,5.734533038696579
2.8903622702566594,9.8,3.4122667182440205
1.269831793454397,9.8,2.261725678282928
6.997697937105091,9.8,5.309387541355841
6.3265341831208515,9.8,5.048353524983466
8.786972933917824,9.8,5.949582277940103
7.3772033336584695,9.8,5.451458463889543
8.05446121081,9.8,5.696198009292417
2.8921422684559346,9.8,3.4133172602191397
1.856651483419256,9.8,2.7348406402137595
7.531086041244498,9.8,5.508021606290871
8.087663918745914,9.8,5.707926583305234
9.906000905806666,9.8,6.3170746955405415
4.184915001423122,9.8,4.105916861302823
3.782979049348554,9.8,3.903766191700131
7.786488311345769,9.8,5.600639879866827
3.4739550485048767,9.8,3.7409243666102223
9.314497523475291,9.8,6.125570552405799
8.598286243245816,9.8,5.885356568469452
4.347040871012681,9.8,4.184693864513724
7.5336235711358235,9.8,5.508949466645537
7.5699744534383555,9.8,5.522224233256282
1.120926301475733,9.8,2.1249825121337276
9.03527377612771,9.8,6.033057837259754
5.101998487233786,9.8,4.533535212169544
8.281928914466642,9.8,5.776071755438214
3.2684910502030564,9.8,3.628611566369978
8.965679962112384,9.8,6.009778236691725
3.953096619468215,9.8,3.990575621791768
0.20729274965495376,9.8,0.9138162710680705
9.06328156655071,9.8,6.042401321462234
1.0037381001827224,9.8,2.010837775563826
3.2612050121451075,9.8,3.624564905104489
9.505613473802969,9.8,6.188094051502848
9.511010754681806,9.8,6.189850599997721
5.777035092420532,9.8,4.824133673876494
6.355188400481013,9.8,5.059773141931564
4.539610667585365,9.8,4.276378470871796
3.002786639810839,9.8,3.4779959181190545
3.3537789991621683,9.8,3.6756491566275935
6.7579327151626805,9.8,5.217635811002845
7.548507841433032,9.8,5.514388830030144
7.9366325328859,9.8,5.654379677859245
7.9172196136660835,9.8,5.647460167567102
1.0029404201820347,9.8,2.010038601016187
4.9947610165555565,9.8,4.485637638625708
0.6698317241647784,9.8,1.642667583201299
5.540335935004982,9.8,4.7242718444497545
4.471151963596432,9.8,4.244011439801209
8.888271409307167,9.8,5.983778160086865
3.574058624265579,9.8,3.7944397950536666
1.2589634626332982,9.8,2.252025966031502
1.515617652323075,9.8,2.470936916557513
7.638955254002975,9.8,5.5473275932092365
6.220358826830984,9.8,5.005812166918352
1.1011144936156236,9.8,2.106119795446655
0.9326573805384746,9.8,1.9383307975374173
7.039594401445288,9.8,5.325257946665672
0.8203537630055159,9.8,1.8178892346097388
8.236414586974526,9.8,5.760178343922701
7.091798048849312,9.8,5.34496678115563
0.9053529283548076,9.8,1.9097467773406926
0.9398933694434,9.8,1.9458355044695845
9.867731827161636,9.8,6.304860757501246
3.8052808779855916,9.8,3.915256235300611
3.76935725596222,9.8,3.8967314907901263
8.146715715849275,9.8,5.72872679816272
9.477760916100202,9.8,6.179021481544953
9.861410531846422,9.8,6.302840978675698
7.558444034063522,9.8,5.51801696500787
3.824969896756066,9.8,3.9253721896618416
0.9266570953168207,9.8,1.932085575727566
7.793754467681624,9.8,5.603252459108575
5.62820207238447,9.8,4.761586425047255
4.299797891545065,9.8,4.161892436222847
9.072908412437886,9.8,6.0456095318388074
1.2008550748308984,9.8,2.1994400522676196
4.976988532479505,9.8,4.477650072660471
0.21240108319744877,9.8,0.9250073723968063
4.73974035574185,9.8,4.3696243837568804
0.6574024292501898,9.8,1.6273556751599538
1.276297371053912,9.8,2.267476359524175
1.2635098430933385,9.8,2.2560885700711326
6.527181990949029,9.8,5.127783628493464
7.48584430472769,9.8,5.491452426580047
5.8753507744618805,9.8,4.865009925596467
9.625508229897966,9.8,6.226997127011159
3.8112187372846704,9.8,3.918309778412063
2.9285496541904212,9.8,3.434734137339706
8.699131369075657,9.8,5.919769205577142
2.3135988013425814,9.8,3.052887887543952
9.635903140462052,9.8,6.230358591690451
0.22032929942918178,9.8,0.9421129147923001
9.701800384405626,9.8,6.251626132044796
0.5272831283107036,9.8,1.457433568170711
8.922316825610904,9.8,5.995227265354518
5.324240979954369,9.8,4.63122288290138
9.930351481581074,9.8,6.324834133082932
0.8305859908804487,9.8,1.8291913180393535
5.583157415573075,9.8,4.742493746866434
9.69609510262908,9.8,6.2497876828684555
5.278668657284473,9.8,4.611360037188874
6.331046517539099,9.8,5.050153546786932
6.98791202094771,9.8,5.305673791536013
4.599956541200955,9.8,4.304707974349864
6.312824992832228,9.8,5.0428808308858395
5.884711688038692,9.8,4.868883976193742
9.02146430386079,9.8,6.028445624877451
0.549919165380433,9.8,1.4883883373666376
2.8815355769630804,9.8,3.4070524823168458
9.509073692357932,9.8,6.189220239184758
8.913611460520071,9.8,5.992301826828826
4.611001852578558,9.8,4.309873059243398
6.2393127182352135,9.8,5.0134329052431035
2.8460737115132138,9.8,3.3860229894813383
1.9623994812652372,9.8,2.811645357277178
4.690614208905823,9.8,4.34692040368009
3.598187057457923,9.8,3.8072263629667695
5.878195507323634,9.8,4.866187555607048
0.8695729059533499,9.8,1.8716292781866297
9.746508595895047,9.8,6.266014067914829
9.863486370348069,9.8,6.303504321484062
7.011800968795477,9.8,5.314735069373367
5.407354026806792,9.8,4.667230315382424
3.164323401234645,9.8,3.570320980670865
8.156570695098791,9.8,5.7321907351856645
6.878838608283405,9.8,5.264103148712476
1.709907699514424,9.8,2.624539808570073
9.118179126489041,9.8,6.060673527490439
8.243118704939373,9.8,5.76252214654106
9.503019141590048,9.8,6.18724954697318
7.2846231330447635,9.8,5.41714393211924
6.172810439764319,9.8,4.986643265207988
4.240606059277127,9.8,4.133146462932585
9.33401198520473,9.8,6.131983924023998
8.674032506054044,9.8,5.911223133796238
0.5476648340512752,9.8,1.4853344647015843
0.36103304752279486,9.8,1.2059805655133036
3.826987332092691,9.8,3.926407248869323
8.124477974740145,9.8,5.720902725114634
9.87403368021795,9.8,6.30687368028688
1.589127221924929,9.8,2.5301493884588813
5.9818940819861375,9.8,4.908922661573983
3.8708194806471132,9.8,3.94882865515359
9.702152538364572,9.8,6.251739591136289
8.436977339043516,9.8,5.829888810411503
8.399454176640266,9.8,5.816910250349342
4.740062281970205,9.8,4.369772775093376
4.206713073142885,9.8,4.116596268903159
2.806730012113992,9.8,3.3625376034756385
0.6581174168441785,9.8,1.6282403866198456
8.660751524925027,9.8,5.906696005456354
8.147719990387769,9.8,5.729079887516036
9.997204965532692,9.8,6.346088563170032
9.966704687031664,9.8,6.336400589128854
5.598773885466011,9.8,4.749121653729052
7.712975410287054,9.8,5.5741391228752635
9.453180725836038,9.8,6.171003758394923
8.511509167706373,9.8,5.8555826612435435
2.5487462072576568,9.8,3.2042775481973504
4.560386939569925,9.8,4.286153073225728
1.3786782099998005,9.8,2.3566673571562293
9.545105169861351,9.8,6.200935149795483
6.101128881063712,9.8,4.957605102209431
2.3635637744842812,9.8,3.0856772108159913
6.749836775617982,9.8,5.214509535207018
6.219469580533168,9.8,5.005454345194361
3.6458109085251214,9.8,3.8323388387281376
1.2242201627763274,9.8,2.2207342696743226
6.748574636368716,9.8,5.214021986762496
5.251046238947554,9.8,4.599278961690093
7.745952078182829,9.8,5.586042471961282
5.249618661008735,9.8,4.598653726718094
8.536596853153547,9.8,5.864205980742442
5.563877703867407,9.8,4.734298296095562
5.653285918200324,9.8,4.772185379624796
8.778870666317616,9.8,5.946838658184926
4.094480375502731,9.8,4.061310813540114
1.4267507616613433,9.8,2.3974021310960394
0.3849484955020559,9.8,1.2452832421679878
7.575858831168828,9.8,5.524370115064575
6.2410645583993,9.8,5.014136678007391
7.070389704182313,9.8,5.336893132036792
2.2083451989382166,9.8,2.9826363830846145
1.4500776083090208,9.8,2.4169209915812426
0.2439921901120311,9.8,0.9914134196786072
3.57081683218531,9.8,3.7927185620322144
5.940185099860868,9.8,4.891778901209171
3.98321604648735,9.8,4.005749267368208
4.431001728034918,9.8,4.224913193468726
9.05117107548811,9.8,6.038362998925783
3.5477291235306736,9.8,3.7804374529007063
5.188495942682127,9.8,4.571803662778155
7.858164826137316,9.8,5.626358453743632
4.0257735449805745,9.8,4.0270915365568625
6.258658332255948,9.8,5.02119921528419
8.637400716592778,9.8,5.898727919816529
9.500254174210657,9.8,6.186349370540806
1.5560274611974758,9.8,2.503660624394421
9.273217489098794,9.8,6.11198181369063
4.971951301487428,9.8,4.475383574812207
2.6566194441596878,9.8,3.271383839874971
4.645443986758787,9.8,4.325939530686315
9.802322495326223,9.8,6.283929786977316
4.976919130529409,9.8,4.477618853105893
3.3546409418463314,9.8,3.676121458971487
6.370668457735585,9.8,5.065931727198063
2.4774416259041114,9.8,3.159137622863219
0.8510469482757728,9.8,1.8515847273471993
1.3759092469154275,9.8,2.354299580303831
1.3676538056819474,9.8,2.347226067538599
1.6038366657717142,9.8,2.541832330821967
1.4743890092291605,9.8,2.437097324512352
6.444659973551825,9.8,5.0952656872703
1.900612835551534,9.8,2.767028672806482
3.522106104906246,9.8,3.76676085143084
8.978205258069517,9.8,6.013974682453734
4.792220238602436,9.8,4.393748711284978
6.708821611358169,9.8,5.198642495552554
1.8059667248961355,9.8,2.6972531103567032
2.003661286205841,9.8,2.841050700194081
0.5045993010381408,9.8,1.425739404633094
1.7724571244144292,9.8,2.6721122605544174
2.8580443564163907,9.8,3.393136358952771
1.8524037943397935,9.8,2.731710433843912
0.9781550841948505,9.8,1.9850465191605973
1.2942951238959481,9.8,2.283407840881868
4.661709803523985,9.8,4.333506455679159
2.142703812217346,9.8,2.937973685666688
3.7062716243759475,9.8,3.8639851869182755
5.083830981463083,9.8,4.525456370223101
6.934908803430717,9.8,5.28551375864772
0.48919018442687945,9.8,1.4038014856444805
8.014162949199523,9.8,5.681930467951852
6.316213855959987,9.8,5.044234213881383
0.9094144162938319,9.8,1.914025624705071
8.748428378657094,9.8,5.936518846232796
9.216636765264951,9.8,6.093307093809549
0.7046718025631511,9.8,1.6848462564028301
2.841088716657317,9.8,3.3830563226718455
8.081392669951308,9.8,5.705713164828658
7.507770934798217,9.8,5.499488995202107
1.9267580916281357,9.8,2.7859956005186395
2.172558301033432,9.8,2.9583704125339403
3.767673817634682,9.8,3.8958612310489666
4.896777553391111,9.8,4.441421784312439
6.220722238149929,9.8,5.005958391781186
3.752245031740747,9.8,3.887876188464631
4.679093689718164,9.8,4.341578931874281
7.499962287524189,9.8,5.496628309782203
0.46316370861691925,9.8,1.3659477650081577
2.5991257490058057,9.8,3.2357911016660785
7.162160900257069,9.8,5.371416973486236
8.962547693103273,9.8,6.008728350536488
5.165606676945094,9.8,4.561708165252147
5.367923504126625,9.8,4.650182416480733
1.161002912263783,9.8,2.162636283548599
4.529382431552201,9.8,4.271558181534037
5.372910937904729,9.8,4.652342198769486
2.500457985983824,9.8,3.1737784822462607
2.765507986398872,9.8,3.337753723065985
3.8351132147357645,9.8,3.930573529466622
0.2987048579994911,9.8,1.0969528818297118
3.288583739273465,9.8,3.639747723175458
2.193335269265792,9.8,2.972482740658784
3.3422237865613553,9.8,3.669311596074992
1.2856451050105873,9.8,2.27576482650823
8.91622007932496,9.8,5.993178603194684
5.976565290185081,9.8,4.90673569079795
6.823112959530447,9.8,5.242737472145772
7.912795262212649,9.8,5.645881972092326
5.034577769397667,9.8,4.503481234419085
0.9605108520654946,9.8,1.9670616367546063
5.417354764003623,9.8,4.671544272095905
5.909727068406704,9.8,4.879221595813678
7.479850794424867,9.8,5.489253632033671
4.373429507673825,9.8,4.197376202634875
1.3630449976760814,9.8,2.343267813131882
2.9093814674073726,9.8,3.4234750297996746
3.6945147343464875,9.8,3.8578517275596433
6.494580689182852,9.8,5.114961733181773
5.750705216222228,9.8,4.81312769079692
3.625357586388678,9.8,3.821573839169172
9.866500963050498,9.8,6.304467522815463
6.097170711633183,9.8,4.955996692926372
2.4485452381863455,9.8,3.140659807128168
1.107646478941997,9.8,2.1123574762613377
1.6133054779248872,9.8,2.5493245880420026
2.5349815110066305,9.8,3.195613363098347
1.6907455952696013,9.8,2.609792404614159
1.9470135381079272,9.8,2.80060149404465
2.9224421700690866,9.8,3.431150702657066
1.8163985934180729,9.8,2.705032011710807
8.97797770380161,9.8,6.01389846932215
0.8943140820502579,9.8,1.8980684274195987
5.292662756745521,9.8,4.617468501487312
4.162928587197649,9.8,4.095116968035029
9.825548307395204,9.8,6.2913700145771045
